sentiment,text,sentiment_label
0,19india claims 40 year old woman jk toll mounts to 18 a 40 year old woman a covid 19 patient from bijbhera anantnag died at skims soura late last night making her the 18th victim of the novel coronavirus in jammu and kashmir officials said on wednesday at karan nagar,sad
3,its not a game of chance if you cant loose raul,anger
0,under covid 19 situation all state government should be dissolved immediately and only central should control the situation as there are lots of coordination issues the cure should be 100 or else india will never come out of this loop emergency time,sad
0,corona virus bron in china bought up in italy studies in america become muslim in india this is our indian media thinking,sad
2,residents business folks friends many of us have been critical about the hysteria of the covid 19 corona virus its important to understand the strategy behind the closures postponing gatherings across the county state let us try to minimize human contact for two weeks pic twitter com8nbrb3ks6d,fear
2,if the coronavirus was not that serious people would not be getting laid off from their jobs and schools and universities nationwide would not be closing,fear
1,how nature prospers amid coronavirus outbreak as humans slowdown the positive impact the decrease in human activity has had on the planet effected everything water air noise even life bitter truth about humanity 19,joy
0,a virus called congress vanished much before corona virus struck india but it is residuals are trying to mutate to become more virulent but alas strong indian democracy is washing it into drains,sad
0,utter negligence by pti govt in imposing an effective lockdown in the country,sad
2,pm boris and the london mayor are putting londoners lives in spreading the corona virus it is nonsensical closing busiest tube stations because of close proximity where do you think they are going to go on the buses which are even a much closer proximity not thought out,fear
2,from president stanleys email the spread of the novel coronavirus is very serious and our students need to understand the critical importance of social distancing and how the virus can spread quickly in large crowds,fear
1,whats ur next plan nee nallaa irukanum adha naan paakanum thank you so much sir fr this wonderful scene,joy
0,yea just about 40 active cases in my hometown and this problem is already evident senior physicians refusing to serve in covid wards i can only imagine how bad it must be in hotspots hats off to those few dedicated faculty who go above and beyond the call of duty to serve,sad
2,nothing makes me more mad than improper usage of they are there and their,fear
0,well ive been trying since last 3 4 days and ive lost the patience lockdown is for all the other online marketplaces such as flipkarttata cliq but ive not such bad customer service experience from them even during this crisis which means you guys are not hiring enough,sad
1,good to hear discharging patients after being tested negative salute our heros,joy
3,you should have made you concerns public why would not you voice them you knew but did not inform the rest of us about,anger
3,doc told inmates that the governor will not stop transport why when they are quarantining people at the transport receiving 19,anger
3,senate gop puts ideology above workers in coronavirus bill,anger
0,eye on china india backs 62 nation coalitions push for probe into covid 19 origin at bhiwandi,sad
1,yes im at 19india at greater noida,joy
1,my fun family activity that we did during this lockdown to keep our spirits and bond with my family join zsrhgxevp0,joy
1,uttar pradesh has taken the best steps and measures to tackle this deadly pandemic a big clap for our cm and his officers,joy
0,many are shying away from the following harsh realities of air travel without a vaccine most already in place all over the world mandatory testing isolating quarantining mask wearing for all social distancing temperature screening measures more pic twitter comkhbhu61bvp,sad
